utc,symbol,trigger,ret15,volz
2026-08-23T03:09:31.523000+00:00,SYN23USDT,A,-0.07069,2.55
2026-08-23T05:39:30.274000+00:00,SYN05USDT,B,0.00353,3.34
2026-08-23T05:54:30.645000+00:00,SYN10USDT,B,0.00038,4.33
2026-08-23T09:09:31.123000+00:00,SYN17USDT,A,-0.0716,18.54
2026-08-23T09:09:31.523000+00:00,SYN23USDT,A,-0.07904,5.49
2026-08-23T11:24:31.589000+00:00,SYN24USDT,A,-0.04944,2.95
2026-08-23T11:39:31.917000+00:00,SYN29USDT,A,-0.06215,6.41
2026-08-23T16:54:31.785000+00:00,SYN27USDT,A,-0.02904,10.37
2026-08-23T20:24:29.970000+00:00,SYN01USDT,A,-0.02617,5.37
2026-08-23T20:24:30.136000+00:00,SYN03USDT,B,0.01721,4.1
2026-08-23T20:39:31.254000+00:00,SYN19USDT,B,0.00239,3.08
2026-08-23T23:54:30.784000+00:00,SYN12USDT,A,-0.03496,2.74
2026-08-24T00:39:30.990000+00:00,SYN15USDT,A,-0.07948,8.91
2026-08-24T03:39:30.645000+00:00,SYN10USDT,B,0.01603,3.16
2026-08-24T03:54:30.341000+00:00,SYN06USDT,B,0.0013,5.68
2026-08-24T04:24:31.589000+00:00,SYN24USDT,A,-0.04147,9.03
2026-08-24T05:54:29.881000+00:00,SYN00USDT,A,-0.0374,9.31
2026-08-24T06:09:31.055000+00:00,SYN16USDT,A,-0.04722,26.34
2026-08-24T11:09:31.851000+00:00,SYN28USDT,A,-0.057,4.17
2026-08-24T11:24:30.408000+00:00,SYN07USDT,A,-0.05075,2.94
2026-08-24T12:09:31.654000+00:00,SYN25USDT,A,-0.08551,3.13
2026-08-24T13:24:30.341000+00:00,SYN06USDT,B,0.0028,3.75
2026-08-24T13:54:30.341000+00:00,SYN06USDT,A,-0.07389,12.43
2026-08-24T16:24:31.386000+00:00,SYN21USDT,B,0.02721,4.56
2026-08-24T16:24:31.523000+00:00,SYN23USDT,B,0.00742,4.1
2026-08-24T17:24:31.254000+00:00,SYN19USDT,A,-0.0436,9.75
2026-08-24T19:24:30.579000+00:00,SYN09USDT,A,-0.0339,6.33
2026-08-24T20:39:30.925000+00:00,SYN14USDT,B,0.00921,3.1
2026-08-24T22:09:31.721000+00:00,SYN26USDT,A,-0.04696,15.33
2026-08-25T00:09:30.645000+00:00,SYN10USDT,B,0.00467,4.3
2026-08-25T00:24:30.854000+00:00,SYN13USDT,A,-0.04854,31.98
2026-08-25T01:54:30.274000+00:00,SYN05USDT,B,0.01467,3.73
2026-08-25T02:54:31.319000+00:00,SYN20USDT,B,0.01341,3.83
2026-08-25T04:09:30.341000+00:00,SYN06USDT,A,-0.04402,6.28
2026-08-25T04:24:31.589000+00:00,SYN24USDT,A,-0.06828,10.06
2026-08-25T06:09:30.784000+00:00,SYN12USDT,A,-0.03257,12.31
2026-08-25T10:24:30.784000+00:00,SYN12USDT,B,0.00307,3.0
2026-08-25T12:24:30.715000+00:00,SYN11USDT,A,-0.06358,20.53
2026-08-25T12:24:31.458000+00:00,SYN22USDT,A,-0.05901,8.18
2026-08-25T12:24:31.523000+00:00,SYN23USDT,A,-0.09737,15.37
2026-08-25T13:39:30.056000+00:00,SYN02USDT,A,-0.04021,10.2
2026-08-25T17:54:30.990000+00:00,SYN15USDT,A,-0.03026,3.89
2026-08-25T19:24:30.341000+00:00,SYN06USDT,B,0.00751,4.09
2026-08-25T20:54:31.917000+00:00,SYN29USDT,A,-0.03763,20.4
2026-08-25T21:09:31.851000+00:00,SYN28USDT,B,0.02651,3.38
2026-08-25T21:24:31.523000+00:00,SYN23USDT,A,-0.04313,9.26
2026-08-25T22:39:30.784000+00:00,SYN12USDT,A,-0.03136,19.16
2026-08-26T00:09:30.274000+00:00,SYN05USDT,A,-0.05336,42.6
2026-08-26T00:24:30.341000+00:00,SYN06USDT,A,-0.06192,6.53
2026-08-26T01:24:31.386000+00:00,SYN21USDT,A,-0.04706,6.76
2026-08-26T01:54:31.123000+00:00,SYN17USDT,A,-0.03961,7.79
2026-08-26T03:09:31.785000+00:00,SYN27USDT,A,-0.02406,16.69
2026-08-26T03:39:31.386000+00:00,SYN21USDT,B,0.01495,4.0
2026-08-26T03:39:31.917000+00:00,SYN29USDT,A,-0.0556,11.01
2026-08-26T04:39:30.715000+00:00,SYN11USDT,A,-0.05622,23.08
2026-08-26T08:39:30.715000+00:00,SYN11USDT,B,0.00214,3.44
2026-08-26T08:54:30.925000+00:00,SYN14USDT,A,-0.04294,15.59
2026-08-26T09:54:30.408000+00:00,SYN07USDT,A,-0.04517,5.09
2026-08-26T10:54:30.854000+00:00,SYN13USDT,A,-0.0713,4.65
2026-08-26T11:54:31.319000+00:00,SYN20USDT,A,-0.02538,25.14
2026-08-26T12:54:30.784000+00:00,SYN12USDT,A,-0.03844,5.87
2026-08-26T13:09:30.990000+00:00,SYN15USDT,A,-0.04936,3.33
2026-08-26T13:54:30.408000+00:00,SYN07USDT,A,-0.06575,2.23
2026-08-26T14:39:30.136000+00:00,SYN03USDT,A,-0.04107,9.24
2026-08-26T15:24:30.925000+00:00,SYN14USDT,B,0.00392,4.71
2026-08-26T15:39:30.509000+00:00,SYN08USDT,A,-0.0617,22.77
2026-08-26T15:39:31.055000+00:00,SYN16USDT,B,0.01557,4.09
2026-08-26T15:54:31.785000+00:00,SYN27USDT,B,0.02066,5.59
2026-08-26T20:39:30.207000+00:00,SYN04USDT,A,-0.03724,4.23
2026-08-26T23:54:30.925000+00:00,SYN14USDT,B,0.00017,3.2
2026-08-27T03:24:30.136000+00:00,SYN03USDT,A,-0.06713,4.86
2026-08-27T03:24:31.055000+00:00,SYN16USDT,A,-0.05741,10.97
2026-08-27T03:54:30.341000+00:00,SYN06USDT,A,-0.02586,14.36
2026-08-27T04:09:31.123000+00:00,SYN17USDT,B,0.0215,4.49
2026-08-27T05:09:31.589000+00:00,SYN24USDT,A,-0.06289,2.44
2026-08-27T05:39:31.458000+00:00,SYN22USDT,A,-0.05656,3.32
2026-08-27T05:39:31.721000+00:00,SYN26USDT,A,-0.03773,6.13
2026-08-27T06:39:30.925000+00:00,SYN14USDT,B,0.02784,3.25
2026-08-27T08:09:31.055000+00:00,SYN16USDT,A,-0.05101,3.14
2026-08-27T08:09:31.188000+00:00,SYN18USDT,A,-0.03645,8.36
2026-08-27T10:39:30.925000+00:00,SYN14USDT,A,-0.07414,6.96
2026-08-27T10:54:31.319000+00:00,SYN20USDT,B,0.00968,3.71
2026-08-27T11:39:30.341000+00:00,SYN06USDT,B,0.01315,3.46
2026-08-27T12:24:30.645000+00:00,SYN10USDT,B,0.00171,4.46
2026-08-27T12:24:30.990000+00:00,SYN15USDT,B,0.00365,3.42
2026-08-27T12:24:31.654000+00:00,SYN25USDT,A,-0.03057,17.36
2026-08-27T12:54:31.458000+00:00,SYN22USDT,A,-0.05203,2.78
2026-08-27T14:09:30.645000+00:00,SYN10USDT,A,-0.08311,10.32
2026-08-27T17:09:31.254000+00:00,SYN19USDT,A,-0.03137,3.2
2026-08-27T17:24:31.319000+00:00,SYN20USDT,B,0.0129,3.76
2026-08-27T20:54:30.715000+00:00,SYN11USDT,A,-0.03863,3.68
2026-08-27T21:39:29.970000+00:00,SYN01USDT,A,-0.04022,2.56
2026-08-27T23:09:31.523000+00:00,SYN23USDT,A,-0.02803,9.99
2026-08-28T00:24:29.881000+00:00,SYN00USDT,A,-0.04828,14.37
2026-08-28T01:09:30.274000+00:00,SYN05USDT,A,-0.05997,11.2
2026-08-28T03:39:31.917000+00:00,SYN29USDT,A,-0.04909,7.05
2026-08-28T03:54:30.408000+00:00,SYN07USDT,A,-0.03445,4.98
2026-08-28T04:54:31.523000+00:00,SYN23USDT,B,0.00114,6.03
2026-08-28T06:39:30.341000+00:00,SYN06USDT,A,-0.02823,16.66
2026-08-28T07:24:31.589000+00:00,SYN24USDT,A,-0.08955,7.28
2026-08-28T08:09:31.785000+00:00,SYN27USDT,B,0.0009,4.27
2026-08-28T09:09:31.654000+00:00,SYN25USDT,B,0.00109,3.38
2026-08-28T10:24:30.579000+00:00,SYN09USDT,A,-0.05318,9.85
2026-08-28T13:09:31.721000+00:00,SYN26USDT,A,-0.05289,9.02
2026-08-28T13:39:30.341000+00:00,SYN06USDT,B,0.00668,6.78
2026-08-28T15:24:31.254000+00:00,SYN19USDT,A,-0.0357,18.52
2026-08-28T16:24:31.654000+00:00,SYN25USDT,A,-0.03817,2.65
2026-08-28T16:54:31.458000+00:00,SYN22USDT,A,-0.03678,11.43
2026-08-28T18:24:30.056000+00:00,SYN02USDT,A,-0.03219,17.61
2026-08-28T23:09:30.784000+00:00,SYN12USDT,A,-0.03717,7.14
2026-08-29T00:24:29.970000+00:00,SYN01USDT,A,-0.0286,7.94
2026-08-29T00:54:30.925000+00:00,SYN14USDT,B,0.004,3.9
2026-08-29T01:54:30.645000+00:00,SYN10USDT,A,-0.07517,16.11
2026-08-29T01:54:31.123000+00:00,SYN17USDT,B,0.00444,4.05
2026-08-29T06:24:30.207000+00:00,SYN04USDT,A,-0.03413,3.27
2026-08-29T09:09:31.523000+00:00,SYN23USDT,A,-0.03039,5.38
2026-08-29T09:39:30.854000+00:00,SYN13USDT,A,-0.04629,39.37
2026-08-29T09:39:30.925000+00:00,SYN14USDT,A,-0.06838,12.85
2026-08-29T10:39:30.579000+00:00,SYN09USDT,B,0.0171,4.2
2026-08-29T12:54:29.881000+00:00,SYN00USDT,A,-0.11347,9.38
2026-08-29T13:39:31.589000+00:00,SYN24USDT,A,-0.05067,2.97
2026-08-29T13:54:30.509000+00:00,SYN08USDT,A,-0.05837,9.38
2026-08-29T15:24:30.854000+00:00,SYN13USDT,B,0.01372,3.23
2026-08-29T16:09:31.386000+00:00,SYN21USDT,A,-0.04766,10.36
2026-08-29T16:24:31.123000+00:00,SYN17USDT,A,-0.0797,6.87
2026-08-29T16:24:31.386000+00:00,SYN21USDT,B,0.02571,3.19
2026-08-29T16:54:31.654000+00:00,SYN25USDT,A,-0.0311,10.14
2026-08-29T18:09:31.319000+00:00,SYN20USDT,A,-0.04493,12.14
2026-08-29T18:09:31.785000+00:00,SYN27USDT,A,-0.06453,15.66
2026-08-29T18:24:31.851000+00:00,SYN28USDT,B,0.01243,3.75
2026-08-29T20:09:30.056000+00:00,SYN02USDT,A,-0.04985,3.37
2026-08-29T22:24:31.458000+00:00,SYN22USDT,A,-0.08199,25.5
2026-08-30T00:09:31.386000+00:00,SYN21USDT,A,-0.03617,7.35
2026-08-30T01:39:30.274000+00:00,SYN05USDT,A,-0.02244,5.0
2026-08-30T04:39:30.715000+00:00,SYN11USDT,B,0.00214,3.18
2026-08-30T04:54:30.784000+00:00,SYN12USDT,A,-0.03675,3.54
2026-08-30T09:39:30.854000+00:00,SYN13USDT,B,0.00186,3.17
2026-08-30T11:09:31.386000+00:00,SYN21USDT,A,-0.05395,7.85
2026-08-30T12:24:31.523000+00:00,SYN23USDT,B,0.0014,3.32
2026-08-30T13:54:30.056000+00:00,SYN02USDT,B,0.01003,5.01
2026-08-30T14:39:30.784000+00:00,SYN12USDT,A,-0.0338,10.28
2026-08-30T15:24:31.055000+00:00,SYN16USDT,B,0.00835,3.29
2026-08-30T16:39:31.458000+00:00,SYN22USDT,A,-0.0423,4.15
2026-08-30T18:24:30.207000+00:00,SYN04USDT,A,-0.07329,3.2
2026-08-30T21:54:30.579000+00:00,SYN09USDT,A,-0.06801,5.42
2026-08-30T22:24:31.055000+00:00,SYN16USDT,B,0.00083,3.25
2026-08-31T03:09:30.274000+00:00,SYN05USDT,A,-0.06275,4.09
2026-08-31T03:39:31.123000+00:00,SYN17USDT,B,0.01604,3.53
2026-08-31T04:09:30.509000+00:00,SYN08USDT,B,0.00037,4.8
2026-08-31T04:39:30.925000+00:00,SYN14USDT,B,0.01457,3.76
2026-08-31T05:54:31.319000+00:00,SYN20USDT,A,-0.0353,3.44
2026-08-31T07:39:31.188000+00:00,SYN18USDT,B,0.00027,3.6
2026-08-31T08:54:30.207000+00:00,SYN04USDT,A,-0.06115,2.65
2026-08-31T08:54:31.917000+00:00,SYN29USDT,A,-0.06167,13.98
2026-08-31T11:54:31.458000+00:00,SYN22USDT,A,-0.07585,5.28
2026-08-31T12:54:29.970000+00:00,SYN01USDT,A,-0.05176,3.14
2026-08-31T13:24:30.509000+00:00,SYN08USDT,B,0.03345,3.45
2026-08-31T13:24:30.990000+00:00,SYN15USDT,B,0.02602,4.34
2026-08-31T13:24:31.188000+00:00,SYN18USDT,B,0.0127,4.89
2026-08-31T15:24:31.254000+00:00,SYN19USDT,B,0.00649,3.12
2026-08-31T19:09:30.579000+00:00,SYN09USDT,A,-0.07969,10.35
2026-08-31T19:24:31.589000+00:00,SYN24USDT,A,-0.03461,11.52
2026-08-31T21:24:29.970000+00:00,SYN01USDT,A,-0.06397,6.44
2026-08-31T22:54:30.408000+00:00,SYN07USDT,A,-0.05519,21.23
2026-08-31T23:09:31.917000+00:00,SYN29USDT,A,-0.04694,11.92
2026-09-01T01:54:30.645000+00:00,SYN10USDT,B,0.00293,4.33
2026-09-01T02:54:29.970000+00:00,SYN01USDT,A,-0.06746,6.44
2026-09-01T05:39:29.881000+00:00,SYN00USDT,A,-0.05136,16.93
2026-09-01T08:24:30.056000+00:00,SYN02USDT,B,0.01089,4.96
2026-09-01T09:09:31.458000+00:00,SYN22USDT,A,-0.0573,12.92
2026-09-01T09:09:31.851000+00:00,SYN28USDT,A,-0.07599,4.02
2026-09-01T11:24:31.386000+00:00,SYN21USDT,A,-0.06006,11.53
2026-09-01T11:39:30.990000+00:00,SYN15USDT,A,-0.05133,4.87
2026-09-01T12:24:31.721000+00:00,SYN26USDT,A,-0.04047,15.74
2026-09-01T13:54:29.881000+00:00,SYN00USDT,B,0.0064,3.12
2026-09-01T16:39:30.136000+00:00,SYN03USDT,A,-0.03137,7.47
2026-09-01T16:39:31.785000+00:00,SYN27USDT,A,-0.06718,28.84
2026-09-01T20:39:30.056000+00:00,SYN02USDT,A,-0.02029,5.46
